,Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
138,2020-11-11 18:00:00,1165131.432,1010.8375,42.875,67.25,16.90688622,323.25,12.3875
139,2020-11-11 19:00:00,1124409.932,1011.65,18.5,68.91666667,15.38438622,345.5,9.15
140,2020-11-11 20:00:00,1097439.932,1012.1875,1.375,70.33333333,15.41938622,309.75,10.06125
141,2020-11-11 21:00:00,1075957.932,1012.5,0.0,71.83333333,15.10688622,26.875,7.4475
142,2020-11-11 22:00:00,1057127.932,1012.6625,0.0,71.91666667,13.88438622,44.25,2.81875
143,2020-11-11 23:00:00,1019439.932,1012.65,2.5,72.83333333,13.58438622,77.75,5.39375
144,2020-11-12 00:00:00,1007327.432,1012.1625,9.875,76.16666667,12.06438622,22.0,2.87375
145,2020-11-12 01:00:00,993776.932,1011.3875,18.25,77.25,10.69938622,64.75,3.56625
146,2020-11-12 02:00:00,980592.432,1010.95,29.0,77.08333333,11.03188622,316.125,7.865
147,2020-11-12 03:00:00,971998.432,1010.9625,41.0,78.91666667,9.146886217,25.75,7.71875
148,2020-11-12 04:00:00,970191.432,1011.2,51.375,80.58333333,7.699386217,39.375,4.38625
149,2020-11-12 05:00:00,975995.432,1011.6125,51.125,79.75,7.801886217,69.5,7.71
150,2020-11-12 06:00:00,986195.432,1012.3375,35.875,78.5,8.009386217,26.125,8.49625
151,2020-11-12 07:00:00,1028363.432,1013.25,15.875,76.83333333,8.721886217,44.375,7.78375
152,2020-11-12 08:00:00,1098442.932,1013.875,8.75,75.08333333,10.42688622,57.5,3.5825
153,2020-11-12 09:00:00,1167800.932,1013.9375,9.75,71.08333333,13.86938622,46.5,4.91625
154,2020-11-12 10:00:00,1221162.932,1013.5375,13.625,62.91666667,18.76688622,46.75,10.22125
155,2020-11-12 11:00:00,1229614.432,1013.15,25.0,58.0,22.13938622,29.625,11.21125
156,2020-11-12 12:00:00,1229617.932,1012.25,46.0,56.0,24.37438622,63.375,12.15625
157,2020-11-12 13:00:00,1222526.432,1011.0125,80.0,56.0,24.04188622,341.0,10.56875
158,2020-11-12 14:00:00,1225770.432,1010.1875,96.75,56.41666667,24.68938622,339.875,14.13375
159,2020-11-12 15:00:00,1223506.932,1009.975,95.875,58.0,24.39688622,329.625,12.37375
160,2020-11-12 16:00:00,1214370.932,1010.1125,88.875,64.75,22.24938622,320.25,18.36375
161,2020-11-12 17:00:00,1188128.932,1010.55,77.375,68.83333333,19.27688622,327.75,18.125
162,2020-11-12 18:00:00,1167688.932,1011.3375,59.875,70.41666667,17.31938622,329.0,14.02
163,2020-11-12 19:00:00,1133773.932,1012.2625,49.625,73.0,16.08688622,348.0,12.3225
164,2020-11-12 20:00:00,1099020.932,1012.9875,48.875,72.58333333,16.30438622,137.0,15.84625
165,2020-11-12 21:00:00,1076535.432,1013.2625,43.625,72.5,14.92188622,26.0,13.33375
166,2020-11-12 22:00:00,1054840.932,1013.3,37.75,70.33333333,14.69438622,25.75,13.49375
167,2020-11-12 23:00:00,1028780.432,1013.1,30.5,69.0,14.28688622,42.375,10.34
168,2020-11-13 00:00:00,1011183.432,1012.6375,19.875,68.25,13.60938622,48.75,4.47875
169,2020-11-13 01:00:00,996026.932,1012.125,2.75,68.16666667,12.80188622,37.875,4.42
170,2020-11-13 02:00:00,985010.432,1011.75,0.125,70.75,10.89688622,41.0,5.44375
171,2020-11-13 03:00:00,976885.432,1011.85,1.75,73.58333333,8.081886217,45.0,12.40125
172,2020-11-13 04:00:00,977184.932,1012.1125,4.25,69.41666667,9.714386217,62.625,7.60125
173,2020-11-13 05:00:00,981483.932,1012.6875,4.875,64.5,11.01188622,56.5,12.26625
174,2020-11-13 06:00:00,989179.932,1013.7,4.875,63.83333333,11.54188622,68.875,15.62625
175,2020-11-13 07:00:00,1029291.932,1014.575,11.75,62.58333333,12.24438622,67.0,17.97
176,2020-11-13 08:00:00,1105973.932,1015.3375,12.0,62.5,12.53938622,84.25,12.3525
177,2020-11-13 09:00:00,1172504.932,1015.5125,15.0,60.08333333,15.37688622,69.375,14.445
178,2020-11-13 10:00:00,1209396.932,1015.2125,13.125,59.5,18.23438622,63.125,14.81125
179,2020-11-13 11:00:00,1223623.432,1014.7875,0.0,65.83333333,20.60188622,55.75,14.7275
180,2020-11-13 12:00:00,1225141.932,1013.825,0.0,64.08333333,22.53938622,45.0,14.91125
181,2020-11-13 13:00:00,1219013.932,1012.6625,2.375,62.33333333,23.47688622,25.875,14.735
182,2020-11-13 14:00:00,1219835.432,1011.75,13.625,55.83333333,25.15688622,48.75,18.54
183,2020-11-13 15:00:00,1211205.932,1011.4375,14.875,55.33333333,24.40938622,35.125,15.17
184,2020-11-13 16:00:00,1194804.432,1011.45,17.5,55.83333333,23.65688622,10.125,13.36375
185,2020-11-13 17:00:00,1175853.932,1011.85,24.625,58.0,22.48438622,44.125,13.95625
186,2020-11-13 18:00:00,1157445.432,1012.6875,34.875,59.5,19.96438622,37.375,11.575
187,2020-11-13 19:00:00,1117203.932,1013.8875,22.25,58.08333333,18.13438622,55.25,11.12125
188,2020-11-13 20:00:00,1087646.432,1014.675,19.25,59.91666667,16.93688622,54.25,10.775
189,2020-11-13 21:00:00,1069274.932,1014.8625,16.875,59.41666667,16.26188622,46.5,13.71625
190,2020-11-13 22:00:00,1047872.432,1014.9,19.125,59.33333333,15.42188622,46.0,9.91625
191,2020-11-13 23:00:00,1017039.432,1014.775,18.25,61.66666667,13.87438622,43.0,9.58375
192,2020-11-14 00:00:00,1008521.432,1014.5,26.5,62.0,13.42688622,38.5,9.70625
193,2020-11-14 01:00:00,993695.432,1014.1125,55.0,62.33333333,11.73188622,31.0,10.26
194,2020-11-14 02:00:00,981610.932,1013.85,60.625,64.16666667,10.38688622,22.25,11.30375
195,2020-11-14 03:00:00,973040.932,1013.7125,59.875,65.66666667,10.02688622,27.125,11.355
196,2020-11-14 04:00:00,970278.932,1013.7375,46.0,66.08333333,9.971886217,24.875,11.61
197,2020-11-14 05:00:00,978446.932,1013.925,44.375,66.16666667,10.33688622,25.125,11.13125
198,2020-11-14 06:00:00,984465.932,1014.475,51.625,66.91666667,11.00688622,41.75,13.2125
199,2020-11-14 07:00:00,1006210.932,1015.15,43.75,66.25,11.63438622,47.875,15.29
200,2020-11-14 08:00:00,1051228.432,1015.4875,49.125,66.83333333,12.64438622,44.5,15.7425
201,2020-11-14 09:00:00,1101918.932,1015.3625,72.5,63.83333333,14.86188622,53.125,12.26375
202,2020-11-14 10:00:00,1137989.932,1014.9875,80.25,62.91666667,16.27188622,50.625,13.2
203,2020-11-14 11:00:00,1150514.432,1014.375,78.625,62.66666667,18.36688622,70.75,10.46125
204,2020-11-14 12:00:00,1145728.932,1013.3,67.125,62.16666667,19.48938622,52.0,11.30375
205,2020-11-14 13:00:00,1136731.432,1012.2,60.625,62.16666667,20.58938622,197.5,6.49
206,2020-11-14 14:00:00,1144365.932,1011.35,59.0,61.91666667,22.02438622,100.5,7.91375
207,2020-11-14 15:00:00,1140723.432,1010.975,62.5,62.41666667,20.79688622,58.75,14.25625
208,2020-11-14 16:00:00,1137569.432,1010.9125,49.875,63.16666667,19.75188622,348.25,16.69375
209,2020-11-14 17:00:00,1125561.432,1011.1625,54.5,66.08333333,18.36688622,56.625,13.085
210,2020-11-14 18:00:00,1129041.432,1011.95,71.5,69.75,17.57688622,52.25,7.74875
211,2020-11-14 19:00:00,1114284.932,1012.95,71.125,75.08333333,16.41938622,162.875,5.31875
212,2020-11-14 20:00:00,1098065.932,1013.5,74.0,74.0,17.00688622,114.125,2.645
213,2020-11-14 21:00:00,1081942.432,1013.7,74.375,73.58333333,16.86188622,119.25,8.5225
214,2020-11-14 22:00:00,1060413.432,1013.575,75.375,70.91666667,16.64688622,109.375,11.325
215,2020-11-14 23:00:00,1032558.432,1013.3875,76.75,72.91666667,16.35938622,123.5,11.19
216,2020-11-15 00:00:00,1015027.432,1013.2625,76.375,73.91666667,15.78688622,97.5,10.34875
217,2020-11-15 01:00:00,1002183.432,1012.8125,53.25,72.83333333,15.26438622,110.25,4.105
218,2020-11-15 02:00:00,990365.932,1012.525,57.125,74.41666667,13.82938622,112.375,8.06875
219,2020-11-15 03:00:00,982626.432,1012.325,69.5,75.08333333,13.25188622,102.0,4.91125
220,2020-11-15 04:00:00,977224.432,1012.2125,74.125,76.66666667,12.02688622,88.5,8.02125
221,2020-11-15 05:00:00,977833.432,1012.5625,51.5,76.83333333,12.25188622,96.0,5.1575
222,2020-11-15 06:00:00,975423.932,1013.6125,36.375,78.25,12.52938622,89.875,5.39125
223,2020-11-15 07:00:00,978997.932,1014.7875,17.375,78.91666667,12.14938622,88.875,5.42
224,2020-11-15 08:00:00,997856.932,1015.4875,1.875,74.66666667,14.44438622,97.25,5.31375
225,2020-11-15 09:00:00,1025235.932,1015.6875,3.0,70.75,17.39438622,126.875,7.37875
226,2020-11-15 10:00:00,1044688.932,1015.3625,2.625,67.08333333,21.05688622,114.375,13.55625
227,2020-11-15 11:00:00,1058849.432,1014.7375,1.875,65.25,22.71438622,114.125,17.68375
228,2020-11-15 12:00:00,1063403.432,1013.8,3.625,63.5,23.11188622,161.125,14.78875
229,2020-11-15 13:00:00,1062564.432,1012.7125,15.125,62.25,24.02938622,209.75,10.8025
230,2020-11-15 14:00:00,1059782.432,1012.0125,15.0,63.41666667,23.62188622,244.375,6.61875
231,2020-11-15 15:00:00,1059627.932,1011.8,15.0,69.66666667,21.06438622,241.75,19.44125
232,2020-11-15 16:00:00,1056256.932,1011.9625,15.125,71.08333333,19.25938622,312.375,16.75625
233,2020-11-15 17:00:00,1056214.432,1012.3,16.125,70.0,18.76188622,247.75,13.88875
234,2020-11-15 18:00:00,1071858.932,1012.8,16.5,72.41666667,16.81188622,258.375,10.2275
235,2020-11-15 19:00:00,1071643.432,1013.4375,7.875,74.5,15.15938622,339.75,7.77375
236,2020-11-15 20:00:00,1065015.432,1014.0625,6.5,75.58333333,15.39438622,341.75,10.09
237,2020-11-15 21:00:00,1050472.932,1014.575,5.625,77.25,15.18688622,302.375,12.07875
238,2020-11-15 22:00:00,1035353.932,1015.0375,4.375,78.83333333,14.07188622,8.125,9.30625
239,2020-11-15 23:00:00,1015653.932,1014.8125,3.0,78.0,13.66438622,17.875,3.6475
240,2020-11-16 00:00:00,1005369.932,1014.225,1.625,80.41666667,12.08938622,26.75,3.19125
241,2020-11-16 01:00:00,992217.432,1013.575,0.625,82.0,11.76188622,41.375,5.69
242,2020-11-16 02:00:00,979980.932,1013.1,0.0,81.75,11.35438622,36.375,3.16125
243,2020-11-16 03:00:00,972072.432,1012.8625,0.0,79.33333333,10.74688622,26.125,6.07125
244,2020-11-16 04:00:00,970619.432,1012.8125,0.0,83.08333333,9.706886217,31.375,3.19125
245,2020-11-16 05:00:00,980655.432,1013.05,0.0,82.16666667,10.89938622,38.0,3.12875
246,2020-11-16 06:00:00,991032.932,1013.6875,0.125,82.91666667,10.22938622,54.375,3.44125
247,2020-11-16 07:00:00,1026270.932,1014.3625,1.0,81.83333333,10.95938622,60.375,6.95125
248,2020-11-16 08:00:00,1090949.432,1014.9625,1.0,79.66666667,12.43938622,47.5,8.1675
249,2020-11-16 09:00:00,1158887.932,1015.35,1.0,74.16666667,15.98438622,38.375,4.2375
250,2020-11-16 10:00:00,1204461.932,1015.3125,0.375,68.41666667,21.51188622,63.125,3.16625
251,2020-11-16 11:00:00,1224736.932,1015.0,0.0,66.83333333,23.49938622,64.625,8.76125
252,2020-11-16 12:00:00,1223446.432,1014.2125,0.5,65.91666667,24.97438622,75.25,11.56
253,2020-11-16 13:00:00,1217690.932,1013.0375,0.625,65.75,25.10438622,265.0,15.045
254,2020-11-16 14:00:00,1223860.432,1012.225,3.0,69.0,22.22938622,270.5,17.45125
255,2020-11-16 15:00:00,1223774.432,1012.1125,15.25,70.83333333,21.46438622,283.375,16.25375
256,2020-11-16 16:00:00,1217167.932,1012.325,3.625,72.33333333,20.87938622,302.375,13.07
257,2020-11-16 17:00:00,1198469.932,1012.6375,4.0,72.16666667,20.40188622,302.0,9.9175
258,2020-11-16 18:00:00,1186256.932,1013.3125,3.25,72.16666667,18.60938622,323.75,8.45125
259,2020-11-16 19:00:00,1158032.932,1014.125,1.0,74.0,17.33938622,337.625,6.69
260,2020-11-16 20:00:00,1133174.932,1014.5875,0.0,77.0,17.46438622,344.625,7.58625
261,2020-11-16 21:00:00,1106571.932,1014.8,0.0,75.66666667,17.50188622,305.75,8.565
262,2020-11-16 22:00:00,1085518.432,1014.8,0.0,76.08333333,17.39188622,53.25,8.195
263,2020-11-16 23:00:00,1047521.932,1014.575,0.375,77.66666667,16.10688622,228.0,6.26625
264,2020-11-17 00:00:00,1038532.432,1014.0875,2.25,77.58333333,15.94188622,69.625,1.345
265,2020-11-17 01:00:00,1022084.432,1013.6375,7.25,79.0,15.49688622,62.625,1.92625
266,2020-11-17 02:00:00,1009312.932,1013.45,10.25,80.91666667,13.94188622,40.25,4.6225
267,2020-11-17 03:00:00,1001334.432,1013.175,14.5,81.66666667,13.41938622,49.75,2.52
268,2020-11-17 04:00:00,997524.432,1013.0,33.5,81.58333333,13.28688622,48.125,6.915
269,2020-11-17 05:00:00,1006467.932,1012.975,32.0,79.83333333,13.49938622,52.875,6.29375
270,2020-11-17 06:00:00,1017995.432,1013.4375,29.0,79.16666667,13.87688622,45.375,8.2275
271,2020-11-17 07:00:00,1054107.932,1014.15,16.5,80.08333333,13.50188622,49.875,3.21875
272,2020-11-17 08:00:00,1140692.932,1014.6875,1.125,79.5,14.92688622,57.0,3.57375
273,2020-11-17 09:00:00,1219925.932,1015.05,0.0,73.5,18.96188622,91.625,7.4875
