,cloud_cover,time,pressure_kpa,temperature_c,wind_direction,wind_speed_kmh,date,datetime,month,hour,type_of_day
25936,2.0,2020-03-02 16:00:00,1010.0,20.0,250.0,20.0,2020-03-02,16:00:00,3,16,1
25937,1.0,2020-03-02 17:00:00,1010.0,18.0,224.0,18.0,2020-03-02,17:00:00,3,17,1
25938,0.0,2020-03-02 18:00:00,1011.0,18.0,198.0,16.0,2020-03-02,18:00:00,3,18,1
25939,0.0,2020-03-02 19:00:00,1011.0,16.0,152.0,12.0,2020-03-02,19:00:00,3,19,1
25940,0.0,2020-03-02 20:00:00,1012.0,14.0,105.0,8.0,2020-03-02,20:00:00,3,20,1
25941,0.0,2020-03-02 21:00:00,1013.0,12.0,58.0,4.0,2020-03-02,21:00:00,3,21,1
25942,0.0,2020-03-02 22:00:00,1013.0,12.0,70.0,3.0,2020-03-02,22:00:00,3,22,1
25943,1.0,2020-03-02 23:00:00,1013.0,12.0,83.0,3.0,2020-03-02,23:00:00,3,23,1
25944,1.0,2020-03-03 00:00:00,1013.0,12.0,95.0,3.0,2020-03-03,00:00:00,3,0,2
25945,2.0,2020-03-03 01:00:00,1012.0,14.0,73.0,3.0,2020-03-03,01:00:00,3,1,2
25946,3.0,2020-03-03 02:00:00,1012.0,16.0,50.0,4.0,2020-03-03,02:00:00,3,2,2
25947,4.0,2020-03-03 03:00:00,1012.0,18.0,27.0,5.0,2020-03-03,03:00:00,3,3,2
25948,4.0,2020-03-03 04:00:00,1012.0,18.0,28.0,5.0,2020-03-03,04:00:00,3,4,2
25949,4.0,2020-03-03 05:00:00,1012.0,18.0,30.0,6.0,2020-03-03,05:00:00,3,5,2
25950,4.0,2020-03-03 06:00:00,1012.0,18.0,31.0,6.0,2020-03-03,06:00:00,3,6,2
25951,4.0,2020-03-03 07:00:00,1013.0,18.0,68.0,6.0,2020-03-03,07:00:00,3,7,2
25952,4.0,2020-03-03 08:00:00,1013.0,20.0,105.0,6.0,2020-03-03,08:00:00,3,8,2
25953,3.0,2020-03-03 09:00:00,1013.0,22.0,142.0,6.0,2020-03-03,09:00:00,3,9,2
25954,3.0,2020-03-03 10:00:00,1013.0,24.0,195.0,7.0,2020-03-03,10:00:00,3,10,2
25955,3.0,2020-03-03 11:00:00,1012.0,24.0,249.0,8.0,2020-03-03,11:00:00,3,11,2
25956,3.0,2020-03-03 12:00:00,1012.0,26.0,302.0,9.0,2020-03-03,12:00:00,3,12,2
25957,2.0,2020-03-03 13:00:00,1011.0,24.0,299.0,14.0,2020-03-03,13:00:00,3,13,2
25958,2.0,2020-03-03 14:00:00,1011.0,24.0,297.0,18.0,2020-03-03,14:00:00,3,14,2
25959,1.0,2020-03-03 15:00:00,1010.0,22.0,294.0,23.0,2020-03-03,15:00:00,3,15,2
25960,1.0,2020-03-03 16:00:00,1010.0,20.0,298.0,22.0,2020-03-03,16:00:00,3,16,2
25961,1.0,2020-03-03 17:00:00,1011.0,20.0,302.0,21.0,2020-03-03,17:00:00,3,17,2
25962,1.0,2020-03-03 18:00:00,1011.0,18.0,306.0,20.0,2020-03-03,18:00:00,3,18,2
25963,2.0,2020-03-03 19:00:00,1012.0,16.0,278.0,16.0,2020-03-03,19:00:00,3,19,2
25964,3.0,2020-03-03 20:00:00,1012.0,14.0,250.0,12.0,2020-03-03,20:00:00,3,20,2
25965,3.0,2020-03-03 21:00:00,1013.0,12.0,222.0,9.0,2020-03-03,21:00:00,3,21,2
25966,4.0,2020-03-03 22:00:00,1013.0,10.0,153.0,7.0,2020-03-03,22:00:00,3,22,2
25967,4.0,2020-03-03 23:00:00,1013.0,10.0,84.0,6.0,2020-03-03,23:00:00,3,23,2
25968,5.0,2020-03-04 00:00:00,1013.0,10.0,16.0,5.0,2020-03-04,00:00:00,3,0,3
25969,5.0,2020-03-04 01:00:00,1012.0,12.0,14.0,6.0,2020-03-04,01:00:00,3,1,3
25970,6.0,2020-03-04 02:00:00,1012.0,14.0,12.0,7.0,2020-03-04,02:00:00,3,2,3
25971,6.0,2020-03-04 03:00:00,1012.0,16.0,10.0,9.0,2020-03-04,03:00:00,3,3,3
25972,7.0,2020-03-04 04:00:00,1012.0,16.0,14.0,9.0,2020-03-04,04:00:00,3,4,3
25973,8.0,2020-03-04 05:00:00,1012.0,16.0,17.0,10.0,2020-03-04,05:00:00,3,5,3
25974,8.0,2020-03-04 06:00:00,1013.0,16.0,20.0,10.0,2020-03-04,06:00:00,3,6,3
25975,9.0,2020-03-04 07:00:00,1013.0,16.0,56.0,10.0,2020-03-04,07:00:00,3,7,3
25976,9.0,2020-03-04 08:00:00,1014.0,18.0,93.0,9.0,2020-03-04,08:00:00,3,8,3
25977,9.0,2020-03-04 09:00:00,1014.0,20.0,129.0,9.0,2020-03-04,09:00:00,3,9,3
25978,8.0,2020-03-04 10:00:00,1014.0,20.0,191.0,10.0,2020-03-04,10:00:00,3,10,3
25979,8.0,2020-03-04 11:00:00,1013.0,22.0,253.0,11.0,2020-03-04,11:00:00,3,11,3
25980,7.0,2020-03-04 12:00:00,1013.0,24.0,316.0,13.0,2020-03-04,12:00:00,3,12,3
25981,6.0,2020-03-04 13:00:00,1012.0,24.0,311.0,15.0,2020-03-04,13:00:00,3,13,3
25982,5.0,2020-03-04 14:00:00,1011.0,22.0,306.0,18.0,2020-03-04,14:00:00,3,14,3
25983,4.0,2020-03-04 15:00:00,1010.0,22.0,301.0,21.0,2020-03-04,15:00:00,3,15,3
25984,4.0,2020-03-04 16:00:00,1011.0,22.0,303.0,21.0,2020-03-04,16:00:00,3,16,3
25985,3.0,2020-03-04 17:00:00,1011.0,20.0,305.0,22.0,2020-03-04,17:00:00,3,17,3
25986,3.0,2020-03-04 18:00:00,1011.0,20.0,307.0,22.0,2020-03-04,18:00:00,3,18,3
25987,3.0,2020-03-04 19:00:00,1012.0,18.0,307.0,20.0,2020-03-04,19:00:00,3,19,3
25988,3.0,2020-03-04 20:00:00,1012.0,16.0,307.0,18.0,2020-03-04,20:00:00,3,20,3
25989,3.0,2020-03-04 21:00:00,1013.0,16.0,307.0,15.0,2020-03-04,21:00:00,3,21,3
25990,2.0,2020-03-04 22:00:00,1013.0,14.0,312.0,14.0,2020-03-04,22:00:00,3,22,3
25991,1.0,2020-03-04 23:00:00,1013.0,14.0,317.0,12.0,2020-03-04,23:00:00,3,23,3
25992,0.0,2020-03-05 00:00:00,1013.0,14.0,323.0,10.0,2020-03-05,00:00:00,3,0,4
25993,0.0,2020-03-05 01:00:00,1013.0,16.0,292.0,10.0,2020-03-05,01:00:00,3,1,4
25994,0.0,2020-03-05 02:00:00,1012.0,18.0,262.0,10.0,2020-03-05,02:00:00,3,2,4
25995,0.0,2020-03-05 03:00:00,1012.0,20.0,232.0,10.0,2020-03-05,03:00:00,3,3,4
25996,0.0,2020-03-05 04:00:00,1012.0,18.0,160.0,11.0,2020-03-05,04:00:00,3,4,4
25997,0.0,2020-03-05 05:00:00,1012.0,18.0,88.0,11.0,2020-03-05,05:00:00,3,5,4
25998,0.0,2020-03-05 06:00:00,1012.0,18.0,17.0,11.0,2020-03-05,06:00:00,3,6,4
25999,0.0,2020-03-05 07:00:00,1013.0,18.0,54.0,11.0,2020-03-05,07:00:00,3,7,4
26000,0.0,2020-03-05 08:00:00,1013.0,20.0,92.0,10.0,2020-03-05,08:00:00,3,8,4
26001,1.0,2020-03-05 09:00:00,1014.0,20.0,130.0,10.0,2020-03-05,09:00:00,3,9,4
26002,1.0,2020-03-05 10:00:00,1013.0,20.0,192.0,12.0,2020-03-05,10:00:00,3,10,4
26003,2.0,2020-03-05 11:00:00,1013.0,20.0,254.0,14.0,2020-03-05,11:00:00,3,11,4
26004,3.0,2020-03-05 12:00:00,1012.0,20.0,316.0,17.0,2020-03-05,12:00:00,3,12,4
26005,3.0,2020-03-05 13:00:00,1012.0,20.0,314.0,18.0,2020-03-05,13:00:00,3,13,4
26006,3.0,2020-03-05 14:00:00,1011.0,20.0,313.0,20.0,2020-03-05,14:00:00,3,14,4
26007,4.0,2020-03-05 15:00:00,1010.0,20.0,312.0,22.0,2020-03-05,15:00:00,3,15,4
26008,3.0,2020-03-05 16:00:00,1010.0,18.0,310.0,20.0,2020-03-05,16:00:00,3,16,4
26009,2.0,2020-03-05 17:00:00,1010.0,18.0,309.0,18.0,2020-03-05,17:00:00,3,17,4
26010,1.0,2020-03-05 18:00:00,1011.0,16.0,308.0,16.0,2020-03-05,18:00:00,3,18,4
26011,2.0,2020-03-05 19:00:00,1011.0,14.0,303.0,13.0,2020-03-05,19:00:00,3,19,4
26012,4.0,2020-03-05 20:00:00,1012.0,12.0,299.0,10.0,2020-03-05,20:00:00,3,20,4
26013,5.0,2020-03-05 21:00:00,1012.0,10.0,294.0,6.0,2020-03-05,21:00:00,3,21,4
26014,17.0,2020-03-05 22:00:00,1012.0,10.0,288.0,6.0,2020-03-05,22:00:00,3,22,4
26015,29.0,2020-03-05 23:00:00,1012.0,8.0,282.0,5.0,2020-03-05,23:00:00,3,23,4
26016,41.0,2020-03-06 00:00:00,1013.0,8.0,277.0,4.0,2020-03-06,00:00:00,3,0,5
26017,49.0,2020-03-06 01:00:00,1012.0,10.0,284.0,4.0,2020-03-06,01:00:00,3,1,5
26018,57.0,2020-03-06 02:00:00,1012.0,10.0,292.0,4.0,2020-03-06,02:00:00,3,2,5
26019,65.0,2020-03-06 03:00:00,1012.0,12.0,299.0,4.0,2020-03-06,03:00:00,3,3,5
26020,47.0,2020-03-06 04:00:00,1012.0,12.0,278.0,5.0,2020-03-06,04:00:00,3,4,5
26021,29.0,2020-03-06 05:00:00,1012.0,12.0,256.0,5.0,2020-03-06,05:00:00,3,5,5
26022,12.0,2020-03-06 06:00:00,1012.0,12.0,235.0,5.0,2020-03-06,06:00:00,3,6,5
26023,12.0,2020-03-06 07:00:00,1013.0,14.0,198.0,5.0,2020-03-06,07:00:00,3,7,5
26024,13.0,2020-03-06 08:00:00,1014.0,14.0,162.0,6.0,2020-03-06,08:00:00,3,8,5
26025,14.0,2020-03-06 09:00:00,1014.0,14.0,125.0,6.0,2020-03-06,09:00:00,3,9,5
26026,11.0,2020-03-06 10:00:00,1014.0,16.0,179.0,9.0,2020-03-06,10:00:00,3,10,5
26027,7.0,2020-03-06 11:00:00,1013.0,16.0,233.0,12.0,2020-03-06,11:00:00,3,11,5
26028,3.0,2020-03-06 12:00:00,1013.0,18.0,287.0,14.0,2020-03-06,12:00:00,3,12,5
26029,4.0,2020-03-06 13:00:00,1012.0,18.0,286.0,15.0,2020-03-06,13:00:00,3,13,5
26030,4.0,2020-03-06 14:00:00,1012.0,18.0,285.0,16.0,2020-03-06,14:00:00,3,14,5
26031,5.0,2020-03-06 15:00:00,1011.0,18.0,284.0,17.0,2020-03-06,15:00:00,3,15,5
26032,4.0,2020-03-06 16:00:00,1011.0,16.0,283.0,16.0,2020-03-06,16:00:00,3,16,5
26033,3.0,2020-03-06 17:00:00,1011.0,16.0,281.0,15.0,2020-03-06,17:00:00,3,17,5
26034,2.0,2020-03-06 18:00:00,1011.0,16.0,280.0,13.0,2020-03-06,18:00:00,3,18,5
26035,1.0,2020-03-06 19:00:00,1012.0,14.0,278.0,12.0,2020-03-06,19:00:00,3,19,5
26036,1.0,2020-03-06 20:00:00,1012.0,12.0,277.0,11.0,2020-03-06,20:00:00,3,20,5
26037,0.0,2020-03-06 21:00:00,1013.0,10.0,276.0,9.0,2020-03-06,21:00:00,3,21,5
26038,0.0,2020-03-06 22:00:00,1013.0,8.0,277.0,9.0,2020-03-06,22:00:00,3,22,5
26039,0.0,2020-03-06 23:00:00,1013.0,8.0,279.0,8.0,2020-03-06,23:00:00,3,23,5
26040,0.0,2020-03-07 00:00:00,1013.0,8.0,280.0,7.0,2020-03-07,00:00:00,3,0,6
26041,0.0,2020-03-07 01:00:00,1012.0,10.0,256.0,7.0,2020-03-07,01:00:00,3,1,6
26042,1.0,2020-03-07 02:00:00,1012.0,14.0,232.0,7.0,2020-03-07,02:00:00,3,2,6
26043,1.0,2020-03-07 03:00:00,1012.0,16.0,208.0,8.0,2020-03-07,03:00:00,3,3,6
26044,2.0,2020-03-07 04:00:00,1012.0,14.0,149.0,7.0,2020-03-07,04:00:00,3,4,6
26045,3.0,2020-03-07 05:00:00,1012.0,14.0,90.0,7.0,2020-03-07,05:00:00,3,5,6
26046,4.0,2020-03-07 06:00:00,1012.0,12.0,30.0,6.0,2020-03-07,06:00:00,3,6,6
26047,4.0,2020-03-07 07:00:00,1013.0,12.0,67.0,6.0,2020-03-07,07:00:00,3,7,6
26048,5.0,2020-03-07 08:00:00,1013.0,14.0,104.0,6.0,2020-03-07,08:00:00,3,8,6
26049,5.0,2020-03-07 09:00:00,1014.0,14.0,141.0,6.0,2020-03-07,09:00:00,3,9,6
26050,3.0,2020-03-07 10:00:00,1014.0,16.0,180.0,7.0,2020-03-07,10:00:00,3,10,6
26051,2.0,2020-03-07 11:00:00,1013.0,16.0,220.0,9.0,2020-03-07,11:00:00,3,11,6
26052,0.0,2020-03-07 12:00:00,1013.0,18.0,260.0,10.0,2020-03-07,12:00:00,3,12,6
26053,0.0,2020-03-07 13:00:00,1012.0,18.0,271.0,13.0,2020-03-07,13:00:00,3,13,6
26054,0.0,2020-03-07 14:00:00,1011.0,18.0,282.0,15.0,2020-03-07,14:00:00,3,14,6
26055,0.0,2020-03-07 15:00:00,1010.0,18.0,293.0,18.0,2020-03-07,15:00:00,3,15,6
26056,0.0,2020-03-07 16:00:00,1010.0,16.0,298.0,17.0,2020-03-07,16:00:00,3,16,6
26057,0.0,2020-03-07 17:00:00,1010.0,16.0,303.0,17.0,2020-03-07,17:00:00,3,17,6
26058,0.0,2020-03-07 18:00:00,1011.0,14.0,308.0,16.0,2020-03-07,18:00:00,3,18,6
26059,0.0,2020-03-07 19:00:00,1011.0,12.0,312.0,14.0,2020-03-07,19:00:00,3,19,6
26060,0.0,2020-03-07 20:00:00,1012.0,10.0,316.0,12.0,2020-03-07,20:00:00,3,20,6
26061,0.0,2020-03-07 21:00:00,1012.0,8.0,320.0,10.0,2020-03-07,21:00:00,3,21,6
26062,0.0,2020-03-07 22:00:00,1012.0,8.0,288.0,12.0,2020-03-07,22:00:00,3,22,6
26063,1.0,2020-03-07 23:00:00,1012.0,6.0,256.0,13.0,2020-03-07,23:00:00,3,23,6
26064,1.0,2020-03-08 00:00:00,1012.0,6.0,224.0,14.0,2020-03-08,00:00:00,3,0,7
26065,2.0,2020-03-08 01:00:00,1012.0,8.0,154.0,13.0,2020-03-08,01:00:00,3,1,7
26066,3.0,2020-03-08 02:00:00,1012.0,10.0,84.0,12.0,2020-03-08,02:00:00,3,2,7
26067,4.0,2020-03-08 03:00:00,1011.0,12.0,14.0,11.0,2020-03-08,03:00:00,3,3,7
26068,4.0,2020-03-08 04:00:00,1012.0,12.0,22.0,11.0,2020-03-08,04:00:00,3,4,7
26069,4.0,2020-03-08 05:00:00,1012.0,12.0,31.0,11.0,2020-03-08,05:00:00,3,5,7
26070,4.0,2020-03-08 06:00:00,1012.0,12.0,40.0,10.0,2020-03-08,06:00:00,3,6,7
26071,3.0,2020-03-08 07:00:00,1013.0,14.0,71.0,10.0,2020-03-08,07:00:00,3,7,7
26072,2.0,2020-03-08 08:00:00,1013.0,16.0,102.0,10.0,2020-03-08,08:00:00,3,8,7
26073,1.0,2020-03-08 09:00:00,1014.0,18.0,133.0,10.0,2020-03-08,09:00:00,3,9,7
26074,1.0,2020-03-08 10:00:00,1013.0,20.0,193.0,11.0,2020-03-08,10:00:00,3,10,7
26075,2.0,2020-03-08 11:00:00,1013.0,20.0,254.0,12.0,2020-03-08,11:00:00,3,11,7
26076,2.0,2020-03-08 12:00:00,1012.0,22.0,314.0,13.0,2020-03-08,12:00:00,3,12,7
26077,1.0,2020-03-08 13:00:00,1011.0,20.0,312.0,17.0,2020-03-08,13:00:00,3,13,7
26078,1.0,2020-03-08 14:00:00,1010.0,20.0,310.0,21.0,2020-03-08,14:00:00,3,14,7
26079,0.0,2020-03-08 15:00:00,1009.0,18.0,308.0,25.0,2020-03-08,15:00:00,3,15,7
26080,0.0,2020-03-08 16:00:00,1009.0,18.0,312.0,25.0,2020-03-08,16:00:00,3,16,7
26081,0.0,2020-03-08 17:00:00,1010.0,16.0,317.0,24.0,2020-03-08,17:00:00,3,17,7
26082,0.0,2020-03-08 18:00:00,1010.0,16.0,321.0,24.0,2020-03-08,18:00:00,3,18,7
26083,1.0,2020-03-08 19:00:00,1011.0,14.0,329.0,21.0,2020-03-08,19:00:00,3,19,7
26084,2.0,2020-03-08 20:00:00,1011.0,12.0,336.0,17.0,2020-03-08,20:00:00,3,20,7
26085,3.0,2020-03-08 21:00:00,1012.0,10.0,344.0,14.0,2020-03-08,21:00:00,3,21,7
26086,4.0,2020-03-08 22:00:00,1012.0,10.0,347.0,13.0,2020-03-08,22:00:00,3,22,7
26087,5.0,2020-03-08 23:00:00,1012.0,10.0,349.0,12.0,2020-03-08,23:00:00,3,23,7
26088,7.0,2020-03-09 00:00:00,1012.0,10.0,352.0,12.0,2020-03-09,00:00:00,3,0,1
26089,5.0,2020-03-09 01:00:00,1011.0,14.0,315.0,11.0,2020-03-09,01:00:00,3,1,1
26090,3.0,2020-03-09 02:00:00,1011.0,16.0,279.0,10.0,2020-03-09,02:00:00,3,2,1
26091,1.0,2020-03-09 03:00:00,1011.0,18.0,242.0,10.0,2020-03-09,03:00:00,3,3,1
26092,1.0,2020-03-09 04:00:00,1011.0,18.0,173.0,9.0,2020-03-09,04:00:00,3,4,1
26093,2.0,2020-03-09 05:00:00,1011.0,18.0,103.0,8.0,2020-03-09,05:00:00,3,5,1
26094,2.0,2020-03-09 06:00:00,1011.0,18.0,34.0,8.0,2020-03-09,06:00:00,3,6,1
26095,2.0,2020-03-09 07:00:00,1011.0,20.0,71.0,8.0,2020-03-09,07:00:00,3,7,1
26096,2.0,2020-03-09 08:00:00,1012.0,20.0,107.0,8.0,2020-03-09,08:00:00,3,8,1
26097,2.0,2020-03-09 09:00:00,1012.0,22.0,144.0,8.0,2020-03-09,09:00:00,3,9,1
26098,2.0,2020-03-09 10:00:00,1012.0,22.0,201.0,10.0,2020-03-09,10:00:00,3,10,1
26099,2.0,2020-03-09 11:00:00,1011.0,22.0,258.0,12.0,2020-03-09,11:00:00,3,11,1
26100,2.0,2020-03-09 12:00:00,1011.0,24.0,315.0,15.0,2020-03-09,12:00:00,3,12,1
26101,3.0,2020-03-09 13:00:00,1010.0,22.0,312.0,18.0,2020-03-09,13:00:00,3,13,1
26102,3.0,2020-03-09 14:00:00,1009.0,22.0,309.0,21.0,2020-03-09,14:00:00,3,14,1
26103,4.0,2020-03-09 15:00:00,1008.0,20.0,307.0,24.0,2020-03-09,15:00:00,3,15,1
26104,4.0,2020-03-09 16:00:00,1008.0,20.0,311.0,23.0,2020-03-09,16:00:00,3,16,1
26105,3.0,2020-03-09 17:00:00,1008.0,18.0,315.0,21.0,2020-03-09,17:00:00,3,17,1
26106,3.0,2020-03-09 18:00:00,1008.0,18.0,319.0,19.0,2020-03-09,18:00:00,3,18,1
26107,4.0,2020-03-09 19:00:00,1009.0,14.0,323.0,17.0,2020-03-09,19:00:00,3,19,1
26108,4.0,2020-03-09 20:00:00,1010.0,12.0,326.0,14.0,2020-03-09,20:00:00,3,20,1
26109,5.0,2020-03-09 21:00:00,1010.0,10.0,330.0,12.0,2020-03-09,21:00:00,3,21,1
26110,5.0,2020-03-09 22:00:00,1010.0,10.0,294.0,13.0,2020-03-09,22:00:00,3,22,1
26111,6.0,2020-03-09 23:00:00,1010.0,8.0,257.0,13.0,2020-03-09,23:00:00,3,23,1
26112,6.0,2020-03-10 00:00:00,1010.0,8.0,220.0,14.0,2020-03-10,00:00:00,3,0,2
26113,6.0,2020-03-10 01:00:00,1009.0,10.0,155.0,12.0,2020-03-10,01:00:00,3,1,2
26114,6.0,2020-03-10 02:00:00,1009.0,14.0,89.0,9.0,2020-03-10,02:00:00,3,2,2
26115,6.0,2020-03-10 03:00:00,1009.0,16.0,23.0,7.0,2020-03-10,03:00:00,3,3,2
26116,7.0,2020-03-10 04:00:00,1009.0,16.0,38.0,6.0,2020-03-10,04:00:00,3,4,2
26117,7.0,2020-03-10 05:00:00,1009.0,16.0,53.0,5.0,2020-03-10,05:00:00,3,5,2
26118,7.0,2020-03-10 06:00:00,1009.0,16.0,69.0,5.0,2020-03-10,06:00:00,3,6,2
26119,8.0,2020-03-10 07:00:00,1009.0,18.0,95.0,6.0,2020-03-10,07:00:00,3,7,2
26120,9.0,2020-03-10 08:00:00,1010.0,18.0,122.0,6.0,2020-03-10,08:00:00,3,8,2
26121,9.0,2020-03-10 09:00:00,1011.0,20.0,148.0,7.0,2020-03-10,09:00:00,3,9,2
26122,8.0,2020-03-10 10:00:00,1010.0,20.0,189.0,9.0,2020-03-10,10:00:00,3,10,2
26123,6.0,2020-03-10 11:00:00,1010.0,22.0,229.0,11.0,2020-03-10,11:00:00,3,11,2
26124,5.0,2020-03-10 12:00:00,1009.0,22.0,270.0,13.0,2020-03-10,12:00:00,3,12,2
26125,5.0,2020-03-10 13:00:00,1008.0,22.0,281.0,16.0,2020-03-10,13:00:00,3,13,2
26126,5.0,2020-03-10 14:00:00,1007.0,22.0,292.0,19.0,2020-03-10,14:00:00,3,14,2
26127,5.0,2020-03-10 15:00:00,1007.0,20.0,303.0,22.0,2020-03-10,15:00:00,3,15,2
26128,6.0,2020-03-10 16:00:00,1007.0,22.0,302.0,19.0,2020-03-10,16:00:00,3,16,2
26129,6.0,2020-03-10 17:00:00,1007.0,22.0,300.0,17.0,2020-03-10,17:00:00,3,17,2
26130,7.0,2020-03-10 18:00:00,1007.0,22.0,299.0,14.0,2020-03-10,18:00:00,3,18,2
26131,7.0,2020-03-10 19:00:00,1007.0,22.0,292.0,12.0,2020-03-10,19:00:00,3,19,2
26132,7.0,2020-03-10 20:00:00,1008.0,22.0,284.0,10.0,2020-03-10,20:00:00,3,20,2
26133,7.0,2020-03-10 21:00:00,1009.0,20.0,277.0,9.0,2020-03-10,21:00:00,3,21,2
26134,8.0,2020-03-10 22:00:00,1009.0,20.0,284.0,9.0,2020-03-10,22:00:00,3,22,2
26135,8.0,2020-03-10 23:00:00,1009.0,18.0,290.0,10.0,2020-03-10,23:00:00,3,23,2
26136,9.0,2020-03-11 00:00:00,1009.0,18.0,297.0,11.0,2020-03-11,00:00:00,3,0,3
26137,9.0,2020-03-11 01:00:00,1008.0,18.0,305.0,10.0,2020-03-11,01:00:00,3,1,3
26138,9.0,2020-03-11 02:00:00,1008.0,18.0,314.0,9.0,2020-03-11,02:00:00,3,2,3
26139,10.0,2020-03-11 03:00:00,1008.0,16.0,322.0,9.0,2020-03-11,03:00:00,3,3,3
26140,10.0,2020-03-11 04:00:00,1008.0,16.0,321.0,7.0,2020-03-11,04:00:00,3,4,3
26141,11.0,2020-03-11 05:00:00,1008.0,18.0,321.0,6.0,2020-03-11,05:00:00,3,5,3
26142,11.0,2020-03-11 06:00:00,1008.0,18.0,321.0,4.0,2020-03-11,06:00:00,3,6,3
